3071112/112223611123131/1254	112223611123131/3071112/1254
91112/12222222223311123331/8337	12222222223311123331/91112/8337
801112/122321111123931/6596	122321111123931/801112/6596
0293911111112/122371123511111122236112232111222361223831/4103	122371123511111122236112232111222361223831/0293911111112/4103
11112/11111123531/3436	11111123531/11112/3436
47021112/11237112223431/8608	11237112223431/47021112/8608
101112/1222361111111223331/1557	1222361111111223331/101112/1557
698711111111111112/11112234122222223931/6916	11112234122222223931/698711111111111112/6916
211111111111112/12222223931/6246	12222223931/211111111111112/6246
8111112/11122232111111123531/2933	11122232111111123531/8111112/2933
51111111112/123031/3741	123031/51111111112/3741
71112/12222223812371222222223812361223231/2428	12222223812371222222223812361223231/71112/2428
171112/123631/9626	123631/171112/9626
21112/1112231111222351111222223512321112239123231/3890	1112231111222351111222223512321112239123231/21112/3890
9876541112/123511122222223431/7747	123511122222223431/9876541112/7747
71112/12301238111122234123331/1190	12301238111122234123331/71112/1190
1111112/11122232112239111111111122223312223731/6354	11122232112239111111111122223312223731/1111112/6354
6381112/123031/2600	123031/6381112/2600
8255111112/1122223111111223831/6831	1122223111111223831/8255111112/6831
7111112/1122223031/6261	1122223031/7111112/6261
191112/1236122381112222222232122222371223331/6296	1236122381112222222232122222371223331/191112/6296
90111112/111123831/3269	111123831/90111112/3269
411111112/1223931/4553	1223931/411111112/4553
031112/1223331/1811	1223331/031112/1811
12111111111112/11123411222331223612311238122223531/3357	11123411222331223612311238122223531/12111111111112/3357
93370111112/1223131/9871	1223131/93370111112/9871
44011111112/1111222222222223631/0316	1111222222222223631/44011111112/0316
0111112/12223231/9905	12223231/0111112/9905
511111112/1112301222223031/3910	1112301222223031/511111112/3910
47111112/11112223331/9086	11112223331/47111112/9086
0111112/123631/4831	123631/0111112/4831
8111112/11222223231/1241	11222223231/8111112/1241
611111112/1112238123431/5595	1112238123431/611111112/5595
34781112/111123931/0510	111123931/34781112/0510
081111111112/12233111112391222239122222223311123312321111223031/2113	12233111112391222239122222223311123312321111223031/081111111112/2113
011111112/11111111223231/6425	11111111223231/011111112/6425
09611111112/11222223731/7218	11222223731/09611111112/7218
41111111112/122231111111122235111122223131/0160	122231111111122235111122223131/41111111112/0160
5711111111111112/1122331112391123231/6632	1122331112391123231/5711111111111112/6632
4111111112/1123731/2264	1123731/4111111112/2264
1111112/12223931/2274	12223931/1111112/2274
331112/11112222223731/4130	11112222223731/331112/4130
71111111112/1111111111236112381222223331/3473	1111111111236112381222223331/71111111112/3473
2641112/12222237111123912237123212301111230112351122222331223431/0525	12222237111123912237123212301111230112351122222331223431/2641112/0525
51112/1111223411122222223411233111222371112351112223111223931/6166	1111223411122222223411233111222371112351112223111223931/51112/6166
9221111111112/123031/5283	123031/9221111111112/5283
31112/11112223431/5235	11112223431/31112/5235
311111112/123831/2003	123831/311111112/2003
770111111111112/112234123631/6862	112234123631/770111111111112/6862
91111111112/11223931/8914	11223931/91111111112/8914
023111112/1239123331/8829	1239123331/023111112/8829
4882711111112/11123731/5960	11123731/4882711111112/5960
881112/11123831/6150	11123831/881112/6150
7111112/11111123631/9963	11111123631/7111112/9963
415087121112/11236123331/0769	11236123331/415087121112/0769
7111112/12311223311111238112222222236122232112311123931/5919	12311223311111238112222222236122232112311123931/7111112/5919
789111112/122223431/2523	122223431/789111112/2523
9701112/12371223611122222223211123912232123431/9119	12371223611122222223211123912232123431/9701112/9119
0536761111111112/1122223631/5456	1122223631/0536761111111112/5456
01112/11223011111122222223731/4694	11223011111122222223731/01112/4694
41112/11222230112311223612222222223331/4795	11222230112311223612222222223331/41112/4795
919111112/1223731/2324	1223731/919111112/2324
9111112/112222223431/8307	112222223431/9111112/8307
61112/112351112231123331/5404	112351112231123331/61112/5404
49011111112/122351222223811222341223231/1741	122351222223811222341223231/49011111112/1741
5296111112/111223031/1210	111223031/5296111112/1210
91111111112/11123731/4806	11123731/91111111112/4806
0687321112/1111122223231/3955	1111122223231/0687321112/3955
2011111112/112351222223231/6263	112351222223231/2011111112/6263
011111111111111111112/1112301223931/3100	1112301223931/011111111111111111112/3100
333711111112/11111222223031/2267	11111222223031/333711111112/2267
311111112/111222222235122223631/2843	111222222235122223631/311111112/2843
41112/1111112223331/4071	1111112223331/41112/4071
8871112/123831/2460	123831/8871112/2460
21112/11111111123031/5595	11111111123031/21112/5595
741111111112/1122222222222223531/2151	1122222222222223531/741111111112/2151
19111112/122311222223131/0215	122311222223131/19111112/0215
511111111111112/123531/4153	123531/511111111111112/4153
54613000864760111112/11223011223912223412235123111111111112237111123931/9764	11223011223912223412235123111111111112237111123931/54613000864760111112/9764
40051112/1222341223331/7547	1222341223331/40051112/7547
701112/1111232112222222222236111123531/2678	1111232112222222222236111123531/701112/2678
3111111111112/11111112223811123411123131/9943	11111112223811123411123131/3111111111112/9943
2751112/122238111111223412233123331/7521	122238111111223412233123331/2751112/7521
91111112/1223431/2953	1223431/91111112/2953
411111112/1112222223431/7635	1112222223431/411111112/7635
878111112/12223531/4566	12223531/878111112/4566
9911112/1111222391123031/4735	1111222391123031/9911112/4735
6311111111111112/11223031/4693	11223031/6311111111111112/4693
31112/1122223111122223731/9678	1122223111122223731/31112/9678
61112/123631/3005	123631/61112/3005
711111111111112/11111123711222223211122381123031/5764	11111123711222223211122381123031/711111111111112/5764
381112/111122222222311123131/8071	111122222222311123131/381112/8071
83011111111111112/11112223531/7206	11112223531/83011111111111112/7206
73111112/122236123031/0492	122236123031/73111112/0492
011111112/1122223031/8558	1122223031/011111112/8558
801112/11123012223631/3140	11123012223631/801112/3140
21111111112/11122222235112381223131/9242	11122222235112381223131/21111111112/9242
5681112/1223312223612223331/2910	1223312223612223331/5681112/2910
541112/1112222223231/3998	1112222223231/541112/3998
551111112/111111111122231112223411239112222381222238123431/8250	111111111122231112223411239112222381222238123431/551111112/8250
251111111112/11111111234123211112391123611230111223931/9944	11111111234123211112391123611230111223931/251111111112/9944
41112/111111223031/0687	111111223031/41112/0687
011111112/11122235111111123831/8476	11122235111111123831/011111112/8476
11112/12238111222223931/5424	12238111222223931/11112/5424
79111111111112/1223331/1121	1223331/79111111111112/1121
8111112/11233111112234111111111222222235123512223131/9777	11233111112234111111111222222235123512223131/8111112/9777
82028111111111112/122232111122222222331223331/9797	122232111122222222331223331/82028111111111112/9797
711111112/12391122361112223431/2133	12391122361112223431/711111112/2133
71112/11222223911111111222235112222301222223931/7919	11222223911111111222235112222301222223931/71112/7919
2781112/1122223711111222222223311223431/6689	1122223711111222222223311223431/2781112/6689
8211111111111112/12223212223612361235112371237122223331/3639	12223212223612361235112371237122223331/8211111111111112/3639
171111111112/1222222222222230112223311223931/5998	1222222222222230112223311223931/171111111112/5998
2712011111112/11123531/6370	11123531/2712011111112/6370
8671112/1123931/4669	1123931/8671112/4669
71112/1111122230123631/6060	1111122230123631/71112/6060
06243111112/12223012222331112222222223931/7128	12223012222331112222222223931/06243111112/7128
71112/123531/2823	123531/71112/2823
580111112/123431/7915	123431/580111112/7915
921111111111112/1222223011111122361112231112311122232112235122223612223731/0515	1222223011111122361112231112311122232112235122223612223731/921111111111112/0515
11112/1122222223911123731/6427	1122222223911123731/11112/6427
2675911111112/111233111232122223411111112311237122233112223312222233111111239111222237123131/6917	111233111232122223411111112311237122233112223312222233111111239111222237123131/2675911111112/6917
31112/1112223131/7655	1112223131/31112/7655
51674111112/1122223131/6519	1122223131/51674111112/6519
7111111111111111112/12301122222222223131/1597	12301122222222223131/7111111111111111112/1597
0457111112/123831/2559	123831/0457111112/2559
71112/11223112223231/6245	11223112223231/71112/6245
396319121112/1123731/3245	1123731/396319121112/3245
6741112/1122223011112222311222222237112235122230111123231/3962	1122223011112222311222222237112235122230111123231/6741112/3962
2131111111112/1231112222331112222223812222361223931/3932	1231112222331112222223812222361223931/2131111111112/3932
0111112/1123031/8377	1123031/0111112/8377
281112/11123031/8343	11123031/281112/8343
4111112/11122223131/8637	11122223131/4111112/8637
3111112/12341122223531/4672	12341122223531/3111112/4672
31112/11111223012222223031/7622	11111223012222223031/31112/7622
28671111111112/111223412234111123631/8845	111223412234111123631/28671111111112/8845
78611111112/1111123031/9581	1111123031/78611111112/9581
226111112/11112231123831/9306	11112231123831/226111112/9306
711111112/1123931/1948	1123931/711111112/1948
45001112/111122361222311111223031/4923	111122361222311111223031/45001112/4923
9361111111112/1111123512223031/2003	1111123512223031/9361111111112/2003
4976111112/111239123931/3980	111239123931/4976111112/3980
61112/12222237112223231/2314	12222237112223231/61112/2314
6911111112/1231122223931/5936	1231122223931/6911111112/5936
4302881112/12230111123711112237112222223312301111111111112223931/4194	12230111123711112237112222223312301111111111112223931/4302881112/4194
21112/1222391122223131/5364	1222391122223131/21112/5364
471112/123331/7904	123331/471112/7904
30111112/1111111123631/7729	1111111123631/30111112/7729
181112/11222239111222351111111123531/8120	11222239111222351111111123531/181112/8120
9761112/1223431/8965	1223431/9761112/8965
91112/112222223831/7727	112222223831/91112/7727
5911111111111112/112311112351111111112238123111111223431/6662	112311112351111111112238123111111223431/5911111111111112/6662
511111112/1222321112361222391111112232123631/7766	1222321112361222391111112232123631/511111112/7766
311111111111112/123111222223431/3405	123111222223431/311111111111112/3405
567111112/112223231/7775	112223231/567111112/7775
111111112/122223931/2288	122223931/111111112/2288
3876911111112/123631/5373	123631/3876911111112/5373
5111112/111123131/3490	111123131/5111112/3490
21112/111239112223431/9146	111239112223431/21112/9146
24111111111112/122222223731/2539	122222223731/24111111111112/2539
85911111111111112/123831/4148	123831/85911111111111112/4148
71112/1123331/6821	1123331/71112/6821
833211111112/1223311123711122237123631/3121	1223311123711122237123631/833211111112/3121
51111111111111112/122236122351111222321112238122223831/4296	122236122351111222321112238122223831/51111111111111112/4296
148111112/112239123511223412223331/0069	112239123511223412223331/148111112/0069
71111111111111112/1112223331/9157	1112223331/71111111111111112/9157
812111112/11112351111123212311122234122351112351123231/8981	11112351111123212311122234122351112351123231/812111112/8981
2111111111111111112/12391222222381232123131/7962	12391222222381232123131/2111111111111111112/7962
42111112/12222231123131/9035	12222231123131/42111112/9035
3111111111112/11123711111123431/3541	11123711111123431/3111111111112/3541
201112/11222223331/7415	11222223331/201112/7415
51112/1223831/7341	1223831/51112/7341
8681112/1111111122222301223131/0907	1111111122222301223131/8681112/0907
41112/1123031/5355	1123031/41112/5355
08901111111112/123331/5783	123331/08901111111112/5783
18411112/1222331237111111223212222331123611111112361222235112331239123711222222231123331/5042	1222331237111111223212222331123611111112361222235112331239123711222222231123331/18411112/5042
